OO=BGI*
Refined by: PUBLICATION YEARS=( 2013 )
Timespan=1900-2018. Indexes=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, BKCI-S, BKCI-SSH, ESCI, CCR-EXPANDED, IC.

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"Richness of human gut microbiome correlates with metabolic markers","Le Chatelier, Emmanuelle; Nielsen, Trine; Qin, Junjie; Prifti, Edi; Hildebrand, Falk; Falony, Gwen; Almeida, Mathieu; Arumugam, Manimozhiyan; Batto, Jean-Michel; Kennedy, Sean; Leonard, Pierre; Li, Junhua; Burgdorf, Kristoffer; Grarup, Niels; Jorgensen, Torben; Brandslund, Ivan; Nielsen, Henrik Bjorn; Juncker, Agnieszka S.; Bertalan, Marcelo; Levenez, Florence; Pons, Nicolas; Rasmussen, Simon; Sunagawa, Shinichi; Tap, Julien; Tims, Sebastian; Zoetendal, Erwin G.; Brunak, Soren; Clement, Karine; Dore, Joel; Kleerebezem, Michiel; Kristiansen, Karsten; Renault, Pierre; Sicheritz-Ponten, Thomas; de Vos, Willem M.; Zucker, Jean-Daniel; Raes, Jeroen; Hansen, Torben; Bork, Peer; Wang, Jun; Ehrlich, S. Dusko; Pedersen, Oluf","MetaHIT Consortium","","","NATURE","AUG 29 2013","2013","500","7464","","","","541","+","","10.1038/nature12506","","","763","127.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","127","175","230","217","3"
"Draft genome sequence of chickpea (Cicer arietinum) provides a resource for trait improvement","Varshney, Rajeev K.; Song, Chi; Saxena, Rachit K.; Azam, Sarwar; Yu, Sheng; Sharpe, Andrew G.; Cannon, Steven; Baek, Jongmin; Rosen, Benjamin D.; Tar'an, Bunyamin; Millan, Teresa; Zhang, Xudong; Ramsay, Larissa D.; Iwata, Aiko; Wang, Ying; Nelson, William; Farmer, Andrew D.; Gaur, Pooran M.; Soderlund, Carol; Penmetsa, R. Varma; Xu, Chunyan; Bharti, Arvind K.; He, Weiming; Winter, Peter; Zhao, Shancen; Hane, James K.; Carrasquilla-Garcia, Noelia; Condie, Janet A.; Upadhyaya, Hari D.; Luo, Ming-Cheng; Thudi, Mahendar; Gowda, C. L. L.; Singh, Narendra P.; Lichtenzveig, Judith; Gali, Krishna K.; Rubio, Josefa; Nadarajan, N.; Dolezel, Jaroslav; Bansal, Kailash C.; Xu, Xun; Edwards, David; Zhang, Gengyun; Kahl, Guenter; Gil, Juan; Singh, Karam B.; Datta, Swapan K.; Jackson, Scott A.; Wang, Jun; Cook, Douglas R.","","","","NATURE BIOTECHNOLOGY","MAR 2013","2013","31","3","","","","240","246","","10.1038/nbt.2491","","","347","57.83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","81","91","83","66","0"
"Aegilops tauschii draft genome sequence reveals a gene repertoire for wheat adaptation","Jia, Jizeng; Zhao, Shancen; Kong, Xiuying; Li, Yingrui; Zhao, Guangyao; He, Weiming; Appels, Rudi; Pfeifer, Matthias; Tao, Yong; Zhang, Xueyong; Jing, Ruilian; Zhang, Chi; Ma, Youzhi; Gao, Lifeng; Gao, Chuan; Spannagl, Manuel; Mayer, Klaus F. X.; Li, Dong; Pan, Shengkai; Zheng, Fengya; Hu, Qun; Xia, Xianchun; Li, Jianwen; Liang, Qinsi; Chen, Jie; Wicker, Thomas; Gou, Caiyun; Kuang, Hanhui; He, Genyun; Luo, Yadan; Keller, Beat; Xia, Qiuju; Lu, Peng; Wang, Junyi; Zou, Hongfeng; Zhang, Rongzhi; Xu, Junyang; Gao, Jinlong; Middleton, Christopher; Quan, Zhiwu; Liu, Guangming; Wang, Jian; Yang, Huanming; Liu, Xu; He, Zhonghu; Mao, Long; Wang, Jun","Int Wheat Genome Sequencing Consor","","","NATURE","APR 4 2013","2013","496","7443","","","","91","95","","10.1038/nature12028","","","343","57.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","77","107","71","65","1"
"Draft genome of the wheat A-genome progenitor Triticum urartu","Ling, Hong-Qing; Zhao, Shancen; Liu, Dongcheng; Wang, Junyi; Sun, Hua; Zhang, Chi; Fan, Huajie; Li, Dong; Dong, Lingli; Tao, Yong; Gao, Chuan; Wu, Huilan; Li, Yiwen; Cui, Yan; Guo, Xiaosen; Zheng, Shusong; Wang, Biao; Yu, Kang; Liang, Qinsi; Yang, Wenlong; Lou, Xueyuan; Chen, Jie; Feng, Mingji; Jian, Jianbo; Zhang, Xiaofei; Luo, Guangbin; Jiang, Ying; Liu, Junjie; Wang, Zhaobao; Sha, Yuhui; Zhang, Bairu; Wu, Huajun; Tang, Dingzhong; Shen, Qianhua; Xue, Pengya; Zou, Shenhao; Wang, Xiujie; Liu, Xin; Wang, Famin; Yang, Yanping; An, Xueli; Dong, Zhenying; Zhang, Kunpu; Zhang, Xiangqi; Luo, Ming-Cheng; Dvorak, Jan; Tong, Yiping; Wang, Jian; Yang, Huanming; Li, Zhensheng; Wang, Daowen; Zhang, Aimin; Wang, Jun","","","","NATURE","APR 4 2013","2013","496","7443","","","","87","90","","10.1038/nature11997","","","311","51.83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","72","86","67","63","2"
"Recalibrating Equus evolution using the genome sequence of an early Middle Pleistocene horse","Orlando, Ludovic; Ginolhac, Aurelien; Zhang, Guojie; Froese, Duane; Albrechtsen, Anders; Stiller, Mathias; Schubert, Mikkel; Cappellini, Enrico; Petersen, Bent; Moltke, Ida; Johnson, Philip L. F.; Fumagalli, Matteo; Vilstrup, Julia T.; Raghavan, Maanasa; Korneliussen, Thorfinn; Malaspinas, Anna-Sapfo; Vogt, Josef; Szklarczyk, Damian; Kelstrup, Christian D.; Vinther, Jakob; Dolocan, Andrei; Stenderup, Jesper; Velazquez, Amhed M. V.; Cahill, James; Rasmussen, Morten; Wang, Xiaoli; Min, Jiumeng; Zazula, Grant D.; Seguin-Orlando, Andaine; Mortensen, Cecilie; Magnussen, Kim; Thompson, John F.; Weinstock, Jacobo; Gregersen, Kristian; Roed, Knut H.; Eisenmann, Vera; Rubin, Carl J.; Miller, Donald C.; Antczak, Douglas F.; Bertelsen, Mads F.; Brunak, Soren; Al-Rasheid, Khaled A. S.; Ryder, Oliver; Andersson, Leif; Mundy, John; Krogh, Anders; Gilbert, M. Thomas P.; Kjaer, Kurt; Sicheritz-Ponten, Thomas; Jensen, Lars Juhl; Olsen, Jesper V.; Hofreiter, Michael; Nielsen, Rasmus; Shapiro, Beth; Wang, Jun; Willerslev, Eske","","","","NATURE","JUL 4 2013","2013","499","7456","","","","74","+","","10.1038/nature12323","","","226","37.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","54","61","49","55","0"
"The genome of the pear (Pyrus bretschneideri Rehd.)","Wu, Jun; Wang, Zhiwen; Shi, Zebin; Zhang, Shu; Ming, Ray; Zhu, Shilin; Khan, M. Awais; Tao, Shutian; Korban, Schuyler S.; Wang, Hao; Chen, Nancy J.; Nishio, Takeshi; Xu, Xun; Cong, Lin; Qi, Kaijie; Huang, Xiaosan; Wang, Yingtao; Zhao, Xiang; Wu, Juyou; Deng, Cao; Gou, Caiyun; Zhou, Weili; Yin, Hao; Qin, Gaihua; Sha, Yuhui; Tao, Ye; Chen, Hui; Yang, Yanan; Song, Yue; Zhan, Dongliang; Wang, Juan; Li, Leiting; Dai, Meisong; Gu, Chao; Wang, Yuezhi; Shi, Daihu; Wang, Xiaowei; Zhang, Huping; Zeng, Liang; Zheng, Danman; Wang, Chunlei; Chen, Maoshan; Wang, Guangbiao; Xie, Lin; Sovero, Valpuri; Sha, Shoufeng; Huang, Wenjiang; Zhang, Shujun; Zhang, Mingyue; Sun, Jiangmei; Xu, Linlin; Li, Yuan; Liu, Xing; Li, Qingsong; Shen, Jiahui; Wang, Junyi; Paull, Robert E.; Bennetzen, Jeffrey L.; Wang, Jun; Zhang, Shaoling","","","","GENOME RESEARCH","FEB 2013","2013","23","2","","","","396","408","","10.1101/gr.144311.112","","","218","36.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","36","58","54","54","1"
"Assemblathon 2: evaluating de novo methods of genome assembly in three vertebrate species","Bradnam, Keith R.; Fass, Joseph N.; Alexandrov, Anton; Baranay, Paul; Bechner, Michael; Birol, Inanc; Boisvert, Sebastien; Chapman, Jarrod A.; Chapuis, Guillaume; Chikhi, Rayan; Chitsaz, Hamidreza; Chou, Wen-Chi; Corbeil, Jacques; Del Fabbro, Cristian; Docking, T. Roderick; Durbin, Richard; Earl, Dent; Emrich, Scott; Fedotov, Pavel; Fonseca, Nuno A.; Ganapathy, Ganeshkumar; Gibbs, Richard A.; Gnerre, Sante; Godzaridis, Elenie; Goldstein, Steve; Haimel, Matthias; Hall, Giles; Haussler, David; Hiatt, Joseph B.; Ho, Isaac Y.; Howard, Jason; Hunt, Martin; Jackman, Shaun D.; Jaffe, David B.; Jarvis, Erich D.; Jiang, Huaiyang; Kazakov, Sergey; Kersey, Paul J.; Kitzman, Jacob O.; Knight, James R.; Koren, Sergey; Lam, Tak-Wah; Lavenier, Dominique; Laviolette, Francois; Li, Yingrui; Li, Zhenyu; Liu, Binghang; Liu, Yue; Luo, Ruibang; MacCallum, Iain; MacManes, Matthew D.; Maillet, Nicolas; Melnikov, Sergey; Naquin, Delphine; Ning, Zemin; Otto, Thomas D.; Paten, Benedict; Paulo, Octavio S.; Phillippy, Adam M.; Pina-Martins, Francisco; Place, Michael; Przybylski, Dariusz; Qin, Xiang; Qu, Carson; Ribeiro, Filipe J.; Richards, Stephen; Rokhsar, Daniel S.; Ruby, J. Graham; Scalabrin, Simone; Schatz, Michael C.; Schwartz, David C.; Sergushichev, Alexey; Sharpe, Ted; Shaw, Timothy I.; Shendure, Jay; Shi, Yujian; Simpson, Jared T.; Song, Henry; Tsarev, Fedor; Vezzi, Francesco; Vicedomini, Riccardo; Vieira, Bruno M.; Wang, Jun; Worley, Kim C.; Yin, Shuangye; Yiu, Siu-Ming; Yuan, Jianying; Zhang, Guojie; Zhang, Hao; Zhou, Shiguo; Korf, Ian F.","","","","GIGASCIENCE","JUL 22 2013","2013","2","","","","","","","10","10.1186/2047-217X-2-10","","","214","35.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","56","43","58","50","0"
"Low concordance of multiple variant-calling pipelines: practical implications for exome and genome sequencing","O'Rawe, Jason; Jiang, Tao; Sun, Guangqing; Wu, Yiyang; Wang, Wei; Hu, Jingchu; Bodily, Paul; Tian, Lifeng; Hakonarson, Hakon; Johnson, W. Evan; Wei, Zhi; Wang, Kai; Lyon, Gholson J.","","","","GENOME MEDICINE","MAR 27 2013","2013","5","","","","","","","28","10.1186/gm432","","","199","33.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","47","60","44","36","0"
"A heterozygous moth genome provides insights into herbivory and detoxification","You, Minsheng; Yue, Zhen; He, Weiyi; Yang, Xinhua; Yang, Guang; Xie, Miao; Zhan, Dongliang; Baxter, Simon W.; Vasseur, Liette; Gurr, Geoff M.; Douglas, Carl J.; Bai, Jianlin; Wang, Ping; Cui, Kai; Huang, Shiguo; Li, Xianchun; Zhou, Qing; Wu, Zhangyan; Chen, Qilin; Liu, Chunhui; Wang, Bo; Li, Xiaojing; Xu, Xiufeng; Lu, Changxin; Hu, Min; Davey, John W.; Smith, Sandy M.; Chen, Mingshun; Xia, Xiaofeng; Tang, Weiqi; Ke, Fushi; Zheng, Dandan; Hu, Yulan; Song, Fengqin; You, Yanchun; Ma, Xiaoli; Peng, Lu; Zheng, Yunkai; Liang, Yong; Chen, Yaqiong; Yu, Liying; Zhang, Younan; Liu, Yuanyuan; Li, Guoqing; Fang, Lin; Li, Jingxiang; Zhou, Xin; Luo, Yadan; Gou, Caiyun; Wang, Junyi; Wang, Jian; Yang, Huanming; Wang, Jun","","","","NATURE GENETICS","FEB 2013","2013","45","2","","","","220","225","","10.1038/ng.2524","","","179","29.83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","28","54","39","39","1"
"Whole-genome and whole-exome sequencing of bladder cancer identifies frequent alterations in genes involved in sister chromatid cohesion and segregation","Guo, Guangwu; Sun, Xiaojuan; Chen, Chao; Wu, Song; Huang, Peide; Li, Zesong; Dean, Michael; Huang, Yi; Jia, Wenlong; Zhou, Quan; Tang, Aifa; Yang, Zuoquan; Li, Xianxin; Song, Pengfei; Zhao, Xiaokun; Ye, Rui; Zhang, Shiqiang; Lin, Zhao; Qi, Mingfu; Wan, Shengqing; Xie, Liangfu; Fan, Fan; Nickerson, Michael L.; Zou, Xiangjun; Hu, Xueda; Xing, Li; Lv, Zhaojie; Mei, Hongbin; Gao, Shengjie; Liang, Chaozhao; Gao, Zhibo; Lu, Jingxiao; Yu, Yuan; Liu, Chunxiao; Li, Lin; Fang, Xiaodong; Jiang, Zhimao; Yang, Jie; Li, Cailing; Zhao, Xin; Chen, Jing; Zhang, Fang; Lai, Yongqi; Lin, Zheguang; Zhou, Fangjian; Chen, Hao; Chan, Hsiao Chang; Tsang, Shirley; Theodorescu, Dan; Li, Yingrui; Zhang, Xiuqing; Wang, Jian; Yang, Huanming; Gui, Yaoting; Wang, Jun; Cai, Zhiming","","","","NATURE GENETICS","DEC 2013","2013","45","12","","","","1459","U213","","10.1038/ng.2798","","","176","29.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","53","48","39","1"
